image,label,label_id
dataset/images/dead_heart/103253.jpg,dead_heart,5
dataset/images/tungro/107801.jpg,tungro,9
dataset/images/blast/107039.jpg,blast,3
dataset/images/brown_spot/108132.jpg,brown_spot,4
dataset/images/blast/100629.jpg,blast,3
dataset/images/tungro/101390.jpg,tungro,9
dataset/images/tungro/104298.jpg,tungro,9
dataset/images/brown_spot/100916.jpg,brown_spot,4
dataset/images/dead_heart/105349.jpg,dead_heart,5
dataset/images/tungro/102894.jpg,tungro,9
dataset/images/normal/105394.jpg,normal,8
dataset/images/dead_heart/108597.jpg,dead_heart,5
dataset/images/blast/106050.jpg,blast,3
dataset/images/bacterial_leaf_streak/107226.jpg,bacterial_leaf_streak,1
dataset/images/tungro/106139.jpg,tungro,9
dataset/images/dead_heart/107427.jpg,dead_heart,5
dataset/images/dead_heart/102170.jpg,dead_heart,5
dataset/images/bacterial_leaf_blight/108231.jpg,bacterial_leaf_blight,0
dataset/images/dead_heart/101757.jpg,dead_heart,5
dataset/images/bacterial_panicle_blight/108548.jpg,bacterial_panicle_blight,2
dataset/images/downy_mildew/106188.jpg,downy_mildew,6
dataset/images/blast/100536.jpg,blast,3
dataset/images/blast/100818.jpg,blast,3
dataset/images/normal/100762.jpg,normal,8
dataset/images/dead_heart/101403.jpg,dead_heart,5
dataset/images/brown_spot/102527.jpg,brown_spot,4
dataset/images/normal/102986.jpg,normal,8
dataset/images/blast/107600.jpg,blast,3
dataset/images/blast/109693.jpg,blast,3
dataset/images/blast/101671.jpg,blast,3
dataset/images/blast/109256.jpg,blast,3
dataset/images/tungro/105930.jpg,tungro,9
dataset/images/brown_spot/105812.jpg,brown_spot,4
dataset/images/tungro/109600.jpg,tungro,9
dataset/images/dead_heart/102012.jpg,dead_heart,5
dataset/images/dead_heart/108624.jpg,dead_heart,5
dataset/images/dead_heart/105504.jpg,dead_heart,5
dataset/images/brown_spot/102240.jpg,brown_spot,4
dataset/images/bacterial_leaf_blight/102038.jpg,bacterial_leaf_blight,0
dataset/images/downy_mildew/101228.jpg,downy_mildew,6
dataset/images/hispa/108653.jpg,hispa,7
dataset/images/dead_heart/104299.jpg,dead_heart,5
dataset/images/downy_mildew/107760.jpg,downy_mildew,6
dataset/images/bacterial_panicle_blight/107719.jpg,bacterial_panicle_blight,2
dataset/images/normal/104857.jpg,normal,8
dataset/images/hispa/107544.jpg,hispa,7
dataset/images/normal/103093.jpg,normal,8
dataset/images/downy_mildew/105671.jpg,downy_mildew,6
dataset/images/normal/106714.jpg,normal,8
dataset/images/bacterial_leaf_streak/104385.jpg,bacterial_leaf_streak,1
dataset/images/hispa/108281.jpg,hispa,7
dataset/images/brown_spot/105319.jpg,brown_spot,4
dataset/images/hispa/109467.jpg,hispa,7
dataset/images/hispa/100918.jpg,hispa,7
dataset/images/dead_heart/106720.jpg,dead_heart,5
dataset/images/tungro/104116.jpg,tungro,9
dataset/images/hispa/101520.jpg,hispa,7
dataset/images/bacterial_leaf_blight/106938.jpg,bacterial_leaf_blight,0
dataset/images/hispa/108700.jpg,hispa,7
dataset/images/normal/105508.jpg,normal,8
dataset/images/tungro/104194.jpg,tungro,9
dataset/images/bacterial_leaf_streak/100964.jpg,bacterial_leaf_streak,1
dataset/images/blast/103906.jpg,blast,3
dataset/images/dead_heart/109198.jpg,dead_heart,5
dataset/images/bacterial_leaf_blight/108796.jpg,bacterial_leaf_blight,0
dataset/images/normal/104669.jpg,normal,8
dataset/images/downy_mildew/106081.jpg,downy_mildew,6
dataset/images/downy_mildew/107792.jpg,downy_mildew,6
dataset/images/hispa/108266.jpg,hispa,7
dataset/images/blast/108291.jpg,blast,3
dataset/images/tungro/109350.jpg,tungro,9
dataset/images/hispa/109243.jpg,hispa,7
dataset/images/blast/109313.jpg,blast,3
dataset/images/dead_heart/106331.jpg,dead_heart,5
dataset/images/tungro/104555.jpg,tungro,9
dataset/images/dead_heart/100862.jpg,dead_heart,5
dataset/images/hispa/106373.jpg,hispa,7
dataset/images/hispa/104592.jpg,hispa,7
dataset/images/hispa/102095.jpg,hispa,7
dataset/images/hispa/105392.jpg,hispa,7
dataset/images/normal/104802.jpg,normal,8
dataset/images/hispa/108707.jpg,hispa,7
dataset/images/normal/104846.jpg,normal,8
dataset/images/bacterial_leaf_blight/100133.jpg,bacterial_leaf_blight,0
dataset/images/blast/100753.jpg,blast,3
dataset/images/brown_spot/107720.jpg,brown_spot,4
dataset/images/bacterial_leaf_blight/102071.jpg,bacterial_leaf_blight,0
dataset/images/brown_spot/104984.jpg,brown_spot,4
dataset/images/bacterial_leaf_streak/107554.jpg,bacterial_leaf_streak,1
dataset/images/normal/108055.jpg,normal,8
dataset/images/tungro/105910.jpg,tungro,9
dataset/images/blast/105701.jpg,blast,3
dataset/images/hispa/105030.jpg,hispa,7
dataset/images/blast/103256.jpg,blast,3
dataset/images/blast/102921.jpg,blast,3
dataset/images/downy_mildew/106182.jpg,downy_mildew,6
dataset/images/normal/106616.jpg,normal,8
dataset/images/hispa/110071.jpg,hispa,7
dataset/images/normal/105951.jpg,normal,8
dataset/images/bacterial_leaf_blight/108039.jpg,bacterial_leaf_blight,0
dataset/images/tungro/109827.jpg,tungro,9
dataset/images/normal/104897.jpg,normal,8
dataset/images/dead_heart/109933.jpg,dead_heart,5
dataset/images/hispa/106726.jpg,hispa,7
dataset/images/downy_mildew/107847.jpg,downy_mildew,6
dataset/images/downy_mildew/107938.jpg,downy_mildew,6
dataset/images/hispa/105102.jpg,hispa,7
dataset/images/dead_heart/107920.jpg,dead_heart,5
dataset/images/hispa/106412.jpg,hispa,7
dataset/images/tungro/106301.jpg,tungro,9
dataset/images/blast/103421.jpg,blast,3
dataset/images/dead_heart/109857.jpg,dead_heart,5
dataset/images/dead_heart/108082.jpg,dead_heart,5
dataset/images/blast/104837.jpg,blast,3
dataset/images/hispa/105336.jpg,hispa,7
dataset/images/bacterial_leaf_blight/103048.jpg,bacterial_leaf_blight,0
dataset/images/bacterial_leaf_streak/107051.jpg,bacterial_leaf_streak,1
dataset/images/dead_heart/103647.jpg,dead_heart,5
dataset/images/brown_spot/101581.jpg,brown_spot,4
dataset/images/normal/100044.jpg,normal,8
dataset/images/brown_spot/104709.jpg,brown_spot,4
dataset/images/bacterial_panicle_blight/104465.jpg,bacterial_panicle_blight,2
dataset/images/normal/109499.jpg,normal,8
dataset/images/dead_heart/106901.jpg,dead_heart,5
dataset/images/dead_heart/110311.jpg,dead_heart,5
dataset/images/downy_mildew/108216.jpg,downy_mildew,6
dataset/images/downy_mildew/103994.jpg,downy_mildew,6
dataset/images/tungro/109264.jpg,tungro,9
dataset/images/tungro/107705.jpg,tungro,9
dataset/images/normal/104670.jpg,normal,8
dataset/images/hispa/107724.jpg,hispa,7
dataset/images/blast/102096.jpg,blast,3
dataset/images/blast/108942.jpg,blast,3
dataset/images/brown_spot/108847.jpg,brown_spot,4
dataset/images/tungro/105276.jpg,tungro,9
dataset/images/bacterial_panicle_blight/104154.jpg,bacterial_panicle_blight,2
dataset/images/blast/100430.jpg,blast,3
dataset/images/downy_mildew/100611.jpg,downy_mildew,6
dataset/images/blast/101309.jpg,blast,3
dataset/images/dead_heart/104186.jpg,dead_heart,5
dataset/images/dead_heart/107187.jpg,dead_heart,5
dataset/images/hispa/104090.jpg,hispa,7
dataset/images/tungro/105110.jpg,tungro,9
dataset/images/normal/105433.jpg,normal,8
dataset/images/hispa/103667.jpg,hispa,7
dataset/images/tungro/106825.jpg,tungro,9
dataset/images/bacterial_leaf_blight/100760.jpg,bacterial_leaf_blight,0
dataset/images/blast/101742.jpg,blast,3
dataset/images/hispa/101132.jpg,hispa,7
dataset/images/normal/105242.jpg,normal,8
dataset/images/normal/101269.jpg,normal,8
dataset/images/brown_spot/100854.jpg,brown_spot,4
dataset/images/blast/100282.jpg,blast,3
dataset/images/hispa/100502.jpg,hispa,7
dataset/images/tungro/104424.jpg,tungro,9
dataset/images/normal/109850.jpg,normal,8
dataset/images/blast/102877.jpg,blast,3
dataset/images/downy_mildew/106484.jpg,downy_mildew,6
dataset/images/dead_heart/101415.jpg,dead_heart,5
dataset/images/dead_heart/102595.jpg,dead_heart,5
dataset/images/hispa/104242.jpg,hispa,7
dataset/images/bacterial_leaf_blight/100632.jpg,bacterial_leaf_blight,0
dataset/images/normal/101999.jpg,normal,8
dataset/images/hispa/105312.jpg,hispa,7
dataset/images/bacterial_leaf_streak/107305.jpg,bacterial_leaf_streak,1
dataset/images/blast/104968.jpg,blast,3
dataset/images/tungro/101895.jpg,tungro,9
dataset/images/downy_mildew/104812.jpg,downy_mildew,6
dataset/images/tungro/109371.jpg,tungro,9
dataset/images/brown_spot/103891.jpg,brown_spot,4
dataset/images/normal/102222.jpg,normal,8
dataset/images/brown_spot/109686.jpg,brown_spot,4
dataset/images/normal/103757.jpg,normal,8
dataset/images/tungro/104085.jpg,tungro,9
dataset/images/brown_spot/101224.jpg,brown_spot,4
dataset/images/normal/104520.jpg,normal,8
dataset/images/blast/101143.jpg,blast,3
dataset/images/hispa/103656.jpg,hispa,7
dataset/images/normal/103006.jpg,normal,8
dataset/images/brown_spot/106158.jpg,brown_spot,4
dataset/images/normal/100503.jpg,normal,8
dataset/images/blast/104464.jpg,blast,3
dataset/images/dead_heart/103773.jpg,dead_heart,5
dataset/images/bacterial_panicle_blight/109434.jpg,bacterial_panicle_blight,2
dataset/images/hispa/100159.jpg,hispa,7
dataset/images/normal/101701.jpg,normal,8
dataset/images/normal/106136.jpg,normal,8
dataset/images/blast/107176.jpg,blast,3
dataset/images/dead_heart/102716.jpg,dead_heart,5
dataset/images/bacterial_leaf_streak/101001.jpg,bacterial_leaf_streak,1
dataset/images/tungro/104486.jpg,tungro,9
dataset/images/hispa/107745.jpg,hispa,7
dataset/images/downy_mildew/100843.jpg,downy_mildew,6
dataset/images/brown_spot/109694.jpg,brown_spot,4
dataset/images/normal/107053.jpg,normal,8
dataset/images/blast/105405.jpg,blast,3
dataset/images/hispa/107997.jpg,hispa,7
dataset/images/bacterial_leaf_blight/109324.jpg,bacterial_leaf_blight,0
dataset/images/hispa/100950.jpg,hispa,7
dataset/images/bacterial_leaf_blight/101229.jpg,bacterial_leaf_blight,0
dataset/images/blast/109075.jpg,blast,3
dataset/images/tungro/102042.jpg,tungro,9
dataset/images/normal/107441.jpg,normal,8
dataset/images/dead_heart/105956.jpg,dead_heart,5
dataset/images/downy_mildew/103218.jpg,downy_mildew,6
dataset/images/tungro/106879.jpg,tungro,9
dataset/images/bacterial_panicle_blight/100601.jpg,bacterial_panicle_blight,2
dataset/images/dead_heart/109574.jpg,dead_heart,5
dataset/images/bacterial_leaf_streak/107328.jpg,bacterial_leaf_streak,1
dataset/images/normal/104344.jpg,normal,8
dataset/images/hispa/102059.jpg,hispa,7
dataset/images/bacterial_panicle_blight/110121.jpg,bacterial_panicle_blight,2
dataset/images/brown_spot/101853.jpg,brown_spot,4
dataset/images/bacterial_panicle_blight/107505.jpg,bacterial_panicle_blight,2
dataset/images/normal/107528.jpg,normal,8
dataset/images/hispa/105388.jpg,hispa,7
dataset/images/hispa/101717.jpg,hispa,7
dataset/images/normal/103744.jpg,normal,8
dataset/images/tungro/103609.jpg,tungro,9
dataset/images/brown_spot/108255.jpg,brown_spot,4
dataset/images/normal/109377.jpg,normal,8
dataset/images/normal/101247.jpg,normal,8
dataset/images/hispa/102115.jpg,hispa,7
dataset/images/blast/107249.jpg,blast,3
dataset/images/dead_heart/106164.jpg,dead_heart,5
dataset/images/blast/102349.jpg,blast,3
dataset/images/blast/105694.jpg,blast,3
dataset/images/bacterial_panicle_blight/103043.jpg,bacterial_panicle_blight,2
dataset/images/normal/106278.jpg,normal,8
dataset/images/normal/100493.jpg,normal,8
dataset/images/hispa/104877.jpg,hispa,7
dataset/images/hispa/108157.jpg,hispa,7
dataset/images/hispa/100576.jpg,hispa,7
dataset/images/brown_spot/101535.jpg,brown_spot,4
dataset/images/normal/105834.jpg,normal,8
dataset/images/normal/105705.jpg,normal,8
dataset/images/downy_mildew/108297.jpg,downy_mildew,6
dataset/images/blast/107412.jpg,blast,3
dataset/images/brown_spot/103640.jpg,brown_spot,4
dataset/images/normal/106064.jpg,normal,8
dataset/images/hispa/106128.jpg,hispa,7
dataset/images/blast/102065.jpg,blast,3
dataset/images/dead_heart/101926.jpg,dead_heart,5
dataset/images/normal/100144.jpg,normal,8
dataset/images/hispa/105922.jpg,hispa,7
dataset/images/blast/106102.jpg,blast,3
dataset/images/blast/102745.jpg,blast,3
dataset/images/tungro/104737.jpg,tungro,9
dataset/images/dead_heart/100715.jpg,dead_heart,5
dataset/images/bacterial_panicle_blight/106342.jpg,bacterial_panicle_blight,2
dataset/images/hispa/108043.jpg,hispa,7
dataset/images/normal/107614.jpg,normal,8
dataset/images/dead_heart/110290.jpg,dead_heart,5
dataset/images/normal/105587.jpg,normal,8
dataset/images/hispa/104859.jpg,hispa,7
dataset/images/hispa/107683.jpg,hispa,7
dataset/images/brown_spot/107995.jpg,brown_spot,4
dataset/images/blast/103844.jpg,blast,3
dataset/images/normal/101311.jpg,normal,8
dataset/images/dead_heart/103820.jpg,dead_heart,5
dataset/images/bacterial_leaf_blight/108078.jpg,bacterial_leaf_blight,0
dataset/images/brown_spot/109202.jpg,brown_spot,4
dataset/images/blast/104429.jpg,blast,3
dataset/images/bacterial_panicle_blight/107854.jpg,bacterial_panicle_blight,2
dataset/images/tungro/108060.jpg,tungro,9
dataset/images/blast/105753.jpg,blast,3
dataset/images/dead_heart/109958.jpg,dead_heart,5
dataset/images/blast/102897.jpg,blast,3
dataset/images/bacterial_leaf_blight/106028.jpg,bacterial_leaf_blight,0
dataset/images/brown_spot/102542.jpg,brown_spot,4
dataset/images/blast/105040.jpg,blast,3
dataset/images/blast/108163.jpg,blast,3
dataset/images/dead_heart/108017.jpg,dead_heart,5
dataset/images/dead_heart/104235.jpg,dead_heart,5
dataset/images/dead_heart/107209.jpg,dead_heart,5
dataset/images/brown_spot/100255.jpg,brown_spot,4
dataset/images/dead_heart/108822.jpg,dead_heart,5
dataset/images/blast/102588.jpg,blast,3
dataset/images/dead_heart/105120.jpg,dead_heart,5
dataset/images/hispa/109229.jpg,hispa,7
dataset/images/brown_spot/100890.jpg,brown_spot,4
dataset/images/bacterial_leaf_blight/105993.jpg,bacterial_leaf_blight,0
dataset/images/brown_spot/103446.jpg,brown_spot,4
dataset/images/blast/105867.jpg,blast,3
dataset/images/dead_heart/109062.jpg,dead_heart,5
dataset/images/dead_heart/107784.jpg,dead_heart,5
dataset/images/dead_heart/104174.jpg,dead_heart,5
dataset/images/blast/109903.jpg,blast,3
dataset/images/normal/105655.jpg,normal,8
dataset/images/bacterial_panicle_blight/103992.jpg,bacterial_panicle_blight,2
dataset/images/downy_mildew/110395.jpg,downy_mildew,6
dataset/images/tungro/104289.jpg,tungro,9
dataset/images/brown_spot/105637.jpg,brown_spot,4
dataset/images/tungro/100905.jpg,tungro,9
dataset/images/hispa/109644.jpg,hispa,7
dataset/images/dead_heart/102230.jpg,dead_heart,5
dataset/images/blast/109649.jpg,blast,3
dataset/images/hispa/103829.jpg,hispa,7
dataset/images/blast/100508.jpg,blast,3
dataset/images/blast/103378.jpg,blast,3
dataset/images/blast/100792.jpg,blast,3
dataset/images/normal/100111.jpg,normal,8
dataset/images/dead_heart/105088.jpg,dead_heart,5
dataset/images/brown_spot/101607.jpg,brown_spot,4
dataset/images/bacterial_leaf_streak/109563.jpg,bacterial_leaf_streak,1
dataset/images/hispa/107461.jpg,hispa,7
dataset/images/downy_mildew/104365.jpg,downy_mildew,6
dataset/images/hispa/105087.jpg,hispa,7
dataset/images/blast/101698.jpg,blast,3
dataset/images/blast/105045.jpg,blast,3
dataset/images/brown_spot/102415.jpg,brown_spot,4
dataset/images/blast/105395.jpg,blast,3
dataset/images/blast/109578.jpg,blast,3
dataset/images/normal/103946.jpg,normal,8
dataset/images/blast/101830.jpg,blast,3
dataset/images/brown_spot/103104.jpg,brown_spot,4
dataset/images/bacterial_leaf_blight/109275.jpg,bacterial_leaf_blight,0
dataset/images/bacterial_panicle_blight/108993.jpg,bacterial_panicle_blight,2
dataset/images/blast/102034.jpg,blast,3
dataset/images/bacterial_leaf_blight/106861.jpg,bacterial_leaf_blight,0
dataset/images/normal/106051.jpg,normal,8
dataset/images/dead_heart/107566.jpg,dead_heart,5
dataset/images/downy_mildew/106674.jpg,downy_mildew,6
dataset/images/dead_heart/106468.jpg,dead_heart,5
dataset/images/blast/103618.jpg,blast,3
dataset/images/dead_heart/102312.jpg,dead_heart,5
dataset/images/bacterial_leaf_blight/106754.jpg,bacterial_leaf_blight,0
dataset/images/normal/102272.jpg,normal,8
dataset/images/tungro/106991.jpg,tungro,9
dataset/images/normal/101115.jpg,normal,8
dataset/images/brown_spot/101017.jpg,brown_spot,4
dataset/images/dead_heart/106284.jpg,dead_heart,5
dataset/images/blast/103862.jpg,blast,3
dataset/images/normal/109969.jpg,normal,8
dataset/images/bacterial_leaf_blight/102555.jpg,bacterial_leaf_blight,0
dataset/images/tungro/106842.jpg,tungro,9
dataset/images/tungro/107811.jpg,tungro,9
dataset/images/tungro/100013.jpg,tungro,9
dataset/images/brown_spot/108843.jpg,brown_spot,4
dataset/images/normal/103126.jpg,normal,8
dataset/images/tungro/106042.jpg,tungro,9
dataset/images/bacterial_leaf_blight/102940.jpg,bacterial_leaf_blight,0
dataset/images/normal/106049.jpg,normal,8
dataset/images/hispa/106319.jpg,hispa,7
dataset/images/blast/103758.jpg,blast,3
dataset/images/blast/101317.jpg,blast,3
dataset/images/tungro/107914.jpg,tungro,9
dataset/images/bacterial_leaf_blight/104704.jpg,bacterial_leaf_blight,0
dataset/images/hispa/108109.jpg,hispa,7
dataset/images/tungro/100827.jpg,tungro,9
dataset/images/normal/105338.jpg,normal,8
dataset/images/normal/108714.jpg,normal,8
dataset/images/hispa/104713.jpg,hispa,7
dataset/images/downy_mildew/110221.jpg,downy_mildew,6
dataset/images/blast/100501.jpg,blast,3
dataset/images/tungro/105223.jpg,tungro,9
dataset/images/normal/104879.jpg,normal,8
dataset/images/dead_heart/102794.jpg,dead_heart,5
dataset/images/tungro/102158.jpg,tungro,9
dataset/images/hispa/106751.jpg,hispa,7
dataset/images/hispa/104915.jpg,hispa,7
dataset/images/hispa/104910.jpg,hispa,7
dataset/images/blast/101772.jpg,blast,3
dataset/images/bacterial_leaf_streak/109979.jpg,bacterial_leaf_streak,1
dataset/images/dead_heart/104743.jpg,dead_heart,5
dataset/images/dead_heart/108784.jpg,dead_heart,5
dataset/images/blast/105755.jpg,blast,3
dataset/images/brown_spot/109208.jpg,brown_spot,4
dataset/images/normal/107273.jpg,normal,8
dataset/images/hispa/106791.jpg,hispa,7
dataset/images/brown_spot/103778.jpg,brown_spot,4
dataset/images/dead_heart/100029.jpg,dead_heart,5
dataset/images/normal/109336.jpg,normal,8
dataset/images/hispa/101264.jpg,hispa,7
dataset/images/normal/104598.jpg,normal,8
dataset/images/dead_heart/107483.jpg,dead_heart,5
dataset/images/hispa/101550.jpg,hispa,7
dataset/images/normal/104379.jpg,normal,8
dataset/images/hispa/104306.jpg,hispa,7
dataset/images/blast/107659.jpg,blast,3
dataset/images/hispa/101076.jpg,hispa,7
dataset/images/hispa/101005.jpg,hispa,7
dataset/images/hispa/107944.jpg,hispa,7
dataset/images/blast/103819.jpg,blast,3
dataset/images/dead_heart/101819.jpg,dead_heart,5
dataset/images/normal/108351.jpg,normal,8
dataset/images/brown_spot/104987.jpg,brown_spot,4
dataset/images/normal/103391.jpg,normal,8
dataset/images/brown_spot/107022.jpg,brown_spot,4
dataset/images/dead_heart/108148.jpg,dead_heart,5
dataset/images/hispa/105254.jpg,hispa,7
dataset/images/bacterial_panicle_blight/109955.jpg,bacterial_panicle_blight,2
dataset/images/dead_heart/105642.jpg,dead_heart,5
dataset/images/dead_heart/106946.jpg,dead_heart,5
dataset/images/normal/104284.jpg,normal,8
dataset/images/bacterial_leaf_streak/104442.jpg,bacterial_leaf_streak,1
dataset/images/normal/103870.jpg,normal,8
dataset/images/normal/100547.jpg,normal,8
dataset/images/brown_spot/107126.jpg,brown_spot,4
dataset/images/hispa/105362.jpg,hispa,7
dataset/images/blast/100442.jpg,blast,3
dataset/images/dead_heart/101881.jpg,dead_heart,5
dataset/images/tungro/107086.jpg,tungro,9
dataset/images/dead_heart/104122.jpg,dead_heart,5
dataset/images/normal/101563.jpg,normal,8
dataset/images/blast/106041.jpg,blast,3
dataset/images/dead_heart/105981.jpg,dead_heart,5
dataset/images/bacterial_leaf_streak/100676.jpg,bacterial_leaf_streak,1
dataset/images/normal/103535.jpg,normal,8
dataset/images/normal/110028.jpg,normal,8
dataset/images/bacterial_leaf_blight/109818.jpg,bacterial_leaf_blight,0
dataset/images/tungro/104333.jpg,tungro,9
dataset/images/tungro/110058.jpg,tungro,9
dataset/images/dead_heart/106598.jpg,dead_heart,5
dataset/images/bacterial_leaf_blight/100956.jpg,bacterial_leaf_blight,0
dataset/images/bacterial_leaf_streak/107841.jpg,bacterial_leaf_streak,1
dataset/images/brown_spot/101145.jpg,brown_spot,4
dataset/images/downy_mildew/100992.jpg,downy_mildew,6
dataset/images/normal/109061.jpg,normal,8
dataset/images/hispa/106135.jpg,hispa,7
dataset/images/normal/108420.jpg,normal,8
dataset/images/dead_heart/106002.jpg,dead_heart,5
dataset/images/tungro/108928.jpg,tungro,9
dataset/images/dead_heart/109739.jpg,dead_heart,5
dataset/images/hispa/108679.jpg,hispa,7
dataset/images/brown_spot/105169.jpg,brown_spot,4
dataset/images/tungro/105430.jpg,tungro,9
dataset/images/dead_heart/105767.jpg,dead_heart,5
dataset/images/dead_heart/102328.jpg,dead_heart,5
dataset/images/brown_spot/104632.jpg,brown_spot,4
dataset/images/blast/109307.jpg,blast,3
dataset/images/tungro/101576.jpg,tungro,9
dataset/images/dead_heart/101942.jpg,dead_heart,5
dataset/images/normal/108762.jpg,normal,8
dataset/images/normal/109891.jpg,normal,8
dataset/images/hispa/108432.jpg,hispa,7
dataset/images/normal/101307.jpg,normal,8
dataset/images/dead_heart/102093.jpg,dead_heart,5
dataset/images/blast/107170.jpg,blast,3
dataset/images/normal/105140.jpg,normal,8
dataset/images/hispa/107167.jpg,hispa,7
dataset/images/normal/109266.jpg,normal,8
dataset/images/brown_spot/100384.jpg,brown_spot,4
dataset/images/dead_heart/107210.jpg,dead_heart,5
dataset/images/blast/109189.jpg,blast,3
dataset/images/tungro/103364.jpg,tungro,9
dataset/images/hispa/102761.jpg,hispa,7
dataset/images/normal/108050.jpg,normal,8
dataset/images/blast/102478.jpg,blast,3
dataset/images/normal/109364.jpg,normal,8
